,text,set_name,level,script_calc_level,script_calc_level_int,level_difference
970,"The duck-billed platypus is one of the oddest animals on earth. It's a small animal native to Australia and Tasmania. Unusually, it's neither a mammal, a bird nor a reptile. For a while, scientists couldn't decide what the strange little creature was because it had similarities with all three animal groups. For years, scientists had been studying the genome of the platypus to figure out which group it belonged to. Australia is home to some of the strangest animals in the world. As well as the duck-billed platypus, there are also kangaroos with pouches for carrying their offspring and the mild, tree-climbing koala bears. The isolation of the island has meant that many animals have evolved differently from other animals as they lived without fear of predators.",wildlife wonders,3,Advanced,4,1
971,"The increasing number of icebergs that are breaking off from Antarctica have become interesting new habitats. A group of American scientists say these icebergs hold important nutrients which slowly drift into the sea and attract a large number of different species of fish and seabirds. The researchers found that many rare species of seabird were using the icebergs as ""mobile homes"" and that they were a good base from which to hunt the large number of fish. A further interesting part of the study says that the increased levels of phytoplankton, which also live around the icebergs, increase the absorption of CO2 gases, meaning that the icebergs could have a positive effect on the problems caused by global warming.",wildlife wonders,3,Advanced,4,1
972,"Whales are mammals, so in many ways, they are just like human beings. The most important difference is that humans and whales live in different environments and whales have a special respiratory system that enables them to stay underwater for several minutes without breathing oxygen. For this reason, they are said to be voluntary breathers. That is, because of whales underwater environment, they must be conscious breathers.
What is outstanding about whales is the way they can sleep. While all mammals sleep, whales cannot afford to become unconscious for long because they may drown. The only way they can sleep is by remaining partially conscious. It is believed that only one hemisphere of the whale's brain sleeps at a time, so they rest but are never completely asleep.",wildlife wonders,3,Advanced,4,1
976,"A gibbon is in the family of apes, but it is a ""lesser ape."" That's because it's smaller and less intelligent than such great apes as the chimpanzee and gorilla. Gibbons are found in the tropical rainforests of Southeast Asia. Because they are well suited for tree climbing, gibbons spend most of their time traveling along branches. And they don't have to leave the trees for dinner. They eat fruit, leaves, vegetables, and insects, all of which are found in the canopy. Gibbons live in small family groups of a male, a female, and their young. The male and female ""sing"" in the morning and evening, and the males sometimes give solo performances. Gibbons are territorial, and singing lets everyone know that they are at home.",wildlife wonders,3,Advanced,4,1
977,"The lesser panda is smaller and has rich reddish-brown fur on its back and black fur on its belly. It has a bushy ringed tail that makes it look a little like a raccoon. The lesser panda is sometimes called a ""cat bear"" or ""red bear cat."" It's also found in China, as well as in the South Asian countries of Myanmar, Nepal, and India. Like its giant cousin, the lesser panda also eats bamboo. But it also eats grasses, fruits, other plant material, and, sometimes, small animals. Giant pandas are endangered animals. Their natural habitat keeps shrinking each year. But many countries are trying to help China preserve its bamboo forests so that pandas have a place to live. People are also working to increase the number of pandas by breeding them in zoos.",wildlife wonders,3,Advanced,4,1
981,"The ocelot is found in the Western Hemisphere, from Texas in the southwestern United States down to Argentina in South America. It lives in several different habitats, including tropical forests, grasslands, and brush.",wildlife wonders,3,Advanced,4,1
983,"Today the only wild lions outside Africa are a few hundred protected in the Gir Forest National Park of northwestern India. Each pride is made up of lionesses of different ages, all of which are related, plus their cubs and one or two adult male lions.",wildlife wonders,3,Advanced,4,1
986,"Only the alpha pair mate and have puppies, though the whole pack helps raise the young. Four to seven pups are born at a time. Packs have 7 to 30 members, depending on how much prey is available. Each pack patrols a home territory.",wildlife wonders,3,Advanced,4,1
987,"Wolves hunt by using their keen senses and group cooperation. They work by tiring out their prey, sometimes chasing it all night. As soon as the animal has been brought down, the pack will feed. The highest-ranking members eat first.",wildlife wonders,3,Advanced,4,1
988,"Only three species of wolves remain today. There are gray wolves in Europe, Asia, Canada, Alaska, and Yellowstone Park. A few hundred Ethiopian wolves live in a small part of Africa. Red wolves now survive mostly in captivity.",wildlife wonders,3,Advanced,4,1
